precision,recall,ndcg,model
0.008791208791208791,0.031126809698238268,0.016481930497388126,TF-IDF
0.006593406593406594,0.01120308263165406,0.0076584766546206225,Word2Vec
0.013186813186813189,0.05114250828536543,0.02554763616704427,SBERT
