모델,Same-Genre 유사도,Different-Genre 유사도,분리도,Silhouette Score,Davies-Bouldin Index
TF-IDF,0.01609419674202592,0.012101818720458703,0.003992378021567218,-0.00011252206125688478,17.7730608048156
Word2Vec,0.9158792028237414,0.90753024602161,0.008348956802131324,-0.05397805571556091,11.442134910878929
SBERT,0.8156024059766213,0.8027931312358042,0.012809274740817056,0.0020602522417902946,7.148110712280196
